time,char1_food,char1_drink,char1_sleep,char1_stress,char2_food,char2_drink,char2_sleep,char2_stress
369.83,218.1109,79.83333,19.49614,60,233.222,43.33262,92.66461,20
370.83,215.333,79.6111,16.71838,60,230.4442,40.55476,89.88675,20
371.83,239.6111,76.83324,13.94061,60,227.6663,77.77689,87.10889,20
372.83,236.8332,74.05537,11.16284,60,224.8884,79.72221,84.33102,20
373.84,234.0554,78.33328,8.385075,60,222.1106,76.94435,81.55316,20
374.84,217.9442,62.22209,5.607307,70,219.3327,74.16649,78.7753,20
375.84,215.1108,79.72221,2.773979,70,216.4993,71.33307,75.94188,20
376.85,240,80,160,0,213.7214,68.55521,73.16402,10
377.85,237.2221,77.22214,157.2221,0,210.9436,65.77734,70.38615,10
378.85,234.4443,74.44427,154.4443,0,208.1657,62.99948,67.60829,10
379.86,231.6664,71.66641,151.6664,0,205.3878,60.22162,64.83043,10
380.86,215.5552,79.83333,148.8885,10,202.61,79.49998,62.05257,10
381.86,212.7218,80,146.0551,10,199.7766,76.66656,59.21915,10
382.88,209.8884,79.33331,143.2217,10,238.2222,73.83315,56.38573,10
383.89,207.1105,79.44443,140.4438,10,235.4443,71.05528,53.60786,10
384.91,204.2771,79.77777,137.6104,10,232.6109,77.88882,50.77444,10
385.92,201.4992,76.99991,134.8326,10,229.833,75.11096,47.99658,0
386.93,198.6658,74.16649,131.9991,10,226.9996,72.27754,45.16316,0
387.94,195.888,71.38863,129.2213,10,224.2217,69.49968,42.3853,0
388.94,193.1101,79.94444,126.4434,10,208.1105,53.38848,39.60744,0
389.94,190.3322,77.16658,123.6656,10,205.3327,50.61062,36.82957,0
390.94,187.4988,74.33316,120.8321,10,239.4444,47.7772,33.99615,0
391.96,184.6654,71.49974,159.6667,0,239.5,44.94378,31.16277,0
392.97,181.8875,68.72188,159.8889,0,238.7222,42.16592,28.385,0
393.97,179.1097,65.94402,158.0555,0,235.9443,39.38806,25.60723,0
394.97,176.3318,63.16615,160,0,233.1665,36.6102,22.82946,0
396.00,173.4984,60.33273,159.8889,0,238.8889,33.77678,19.99614,0
397.00,170.665,57.49931,157.2221,0,236.0554,30.94339,17.16282,0
398.02,167.8315,54.66589,159.9444,0,233.222,28.11007,14.3295,0
399.03,165.0537,51.88803,158.1666,0,230.4442,25.3323,11.55173,0
400.04,162.2758,49.11017,159.8333,0,227.6663,22.55454,8.773962,0
401.04,159.4424,46.27675,157.4999,0,224.8329,19.72121,5.940639,0
402.06,156.609,43.44333,159.8889,0,221.9995,16.88789,3.107313,0
403.07,153.8311,40.66547,158.4444,0,219.2216,14.11012,0.3295339,0
404.08,150.9977,37.83205,159.5,0,237.4999,77.49992,157.4999,0
405.09,148.2198,35.05418,159.6667,0,234.7221,74.72206,154.7221,0
406.10,145.442,32.27632,156.8888,0,231.9442,71.9442,151.9442,0
407.11,142.6086,29.44299,154.0554,0,229.1108,69.11078,149.1108,0
408.11,139.8307,26.66522,159.8333,0,212.9996,52.99958,146.3329,10
409.12,137.0528,23.88746,157.7222,0,239.8889,50.22172,143.5551,10
410.12,134.275,21.10969,160,0,238.2222,47.44386,140.7772,10
411.14,131.4415,18.27637,157.7222,0,237.3888,44.61044,137.9438,10
412.14,128.6081,15.44304,154.8887,0,234.5554,80,135.1104,10
413.17,125.7747,12.60972,159.6667,0,231.722,77.16658,132.2769,10
414.19,122.9413,9.7764,160,0,228.8885,79.05553,129.4435,10
415.21,120.1079,6.943077,157.1666,10.2,226.0551,76.22211,126.6101,10
416.21,117.33,4.16531,154.3887,20.2,223.2773,73.44424,123.8322,10
417.22,114.5521,1.387531,159.9444,25.20004,220.4994,78.61107,121.0544,10
418.24,238.5555,78.55551,158.5555,0,217.666,78.66663,118.2209,10
419.24,235.7776,75.77765,155.7776,0,214.8881,75.88876,115.4431,10
420.25,232.9442,72.94423,158.5,0,212.0547,78.99997,112.6097,10
421.27,230.1108,70.11081,159.7222,0,209.2213,76.16655,109.7762,10
422.27,227.3329,67.33295,157.5555,0,206.4434,73.38869,106.9984,10
423.28,224.5551,64.55508,154.7776,0,203.6656,70.61082,104.2205,10
424.28,208.4439,48.44389,151.9998,10,200.8877,67.83296,101.4427,10
425.30,239.2778,45.55491,149.1108,10,184.6654,51.61065,98.55368,20
426.30,238.3333,42.77705,146.3329,10,238.3333,48.83279,95.77582,20
427.31,235.5554,77.72215,143.5551,10,238.5,46.05493,92.99796,20
428.31,232.7776,78.99997,140.7772,10,238.2777,79.6111,90.22009,20
429.31,229.9997,79.72221,137.9993,10,235.4999,76.83324,87.44223,20
430.32,227.1663,77.33325,135.1659,10,232.6664,77.83327,84.60881,20
431.33,224.3884,74.55539,132.388,10,229.8886,79.16664,81.83095,20
432.33,221.6105,71.77753,129.6102,10,227.1107,79.33331,79.05309,20
433.33,218.8327,68.99966,126.8323,10,224.3329,79.05553,76.27522,20
434.33,216.0548,66.2218,124.0545,10,221.555,76.27766,73.49736,20
435.33,213.277,63.44394,121.2766,10,218.7771,73.4998,70.7195,20
436.33,210.4991,60.66608,118.4987,10,215.9993,70.72194,67.94164,20
437.34,207.6657,57.83266,115.6653,10,213.1658,67.88852,65.10822,20
438.35,204.8878,55.05479,112.8875,10,210.388,65.11066,62.33035,20
439.35,202.11,52.27693,110.1096,10,207.6101,62.33279,59.55249,20
440.35,185.9988,36.16574,107.3317,20,204.8323,59.55493,56.77463,20
441.38,183.1653,79.88889,104.4983,20,188.6655,43.38818,53.94121,30
442.38,180.3319,80,101.6649,20,185.8321,79.11108,51.10779,30
443.38,177.5541,79.88889,98.88702,20,183.0542,79.11108,48.32993,30
444.39,174.7762,77.11102,96.10916,20,180.2764,76.33322,45.55206,30
445.41,171.9428,79.72221,93.27574,20,177.4429,79.72221,42.71864,30
446.41,169.1649,76.94435,90.49788,20,174.6651,77.83327,39.94078,30
447.46,152.9426,60.72204,87.6089,30,239.2222,74.94429,37.0518,30
448.46,239.9444,57.94418,84.83104,30,239.6111,72.16643,34.27394,30
449.46,238.8889,55.16632,82.05318,30,238.5,69.38857,31.4961,30
450.48,237.6666,79.55554,79.1642,30,235.611,66.49959,28.60722,30
451.51,234.8332,76.72212,159.7222,10,232.7776,63.66617,25.7739,30
452.53,231.9998,73.8887,159.2222,0,229.9441,60.83275,22.94057,30
453.53,229.2219,71.11084,156.4443,0,213.8329,44.72155,20.16281,40
454.56,226.3885,68.27742,153.6109,0,210.9995,77.49992,17.32948,40
455.56,223.6106,65.49956,150.8331,0,208.2217,79.77777,14.55172,40
456.56,220.8327,62.72169,148.0552,0,205.4438,78.72218,11.77395,40
457.58,217.9993,59.88828,145.2218,0,202.6104,79.88889,8.940628,40
458.60,215.1659,57.05486,142.3884,0,199.777,79.33331,6.107306,40
459.60,212.388,54.27699,139.6105,0,196.9991,77.27769,3.329535,40
460.63,209.4991,51.38802,136.7215,0,194.1101,79.77777,0.440645,40
461.63,206.7212,48.61015,133.9436,0,237.6666,77.6666,157.6666,0
462.63,203.9433,45.83229,131.1658,0,234.8887,74.88873,154.8887,0
463.65,201.1099,42.99887,128.3324,0,232.0553,72.05531,152.0553,0
464.67,198.2765,40.16545,125.4989,0,229.2219,69.22189,149.2219,0
465.67,195.4986,37.38759,122.7211,0,213.1107,53.1107,146.444,10
466.67,192.7208,34.60973,119.9432,0,210.3328,79.94444,143.6662,10
467.69,189.8874,31.77632,117.1098,0,207.4994,77.11102,140.8327,10
468.77,186.8873,28.77633,114.1097,0,239.3889,77.05547,137.8327,10
469.79,184.0538,25.943,111.2763,0,239.7778,74.22205,134.9992,10
470.80,181.276,23.16524,108.4984,0,238.3333,71.44418,132.2214,10
471.82,178.4426,20.33191,105.665,0,235.4999,79.88889,129.388,10
472.82,175.6647,17.55415,102.8871,0,232.722,79.16664,126.6101,10
473.84,172.8313,14.72083,100.0537,0,229.8886,78.33328,123.7767,10
474.84,170.0534,11.94306,97.27586,0.4,227.1107,75.55542,120.9988,10
475.85,167.22,9.109735,94.44244,10.59999,210.944,59.38867,118.1654,20
476.87,164.3866,6.276413,91.60902,20.80001,208.1105,78.99997,115.332,20
477.91,161.4976,3.387532,88.72005,31.20005,205.2216,79.49998,112.443,20
478.91,158.7197,0.6097531,85.94218,41.20008,202.4437,79.94444,109.6651,20
479.91,237.8333,77.83327,157.8333,0,199.6658,77.16658,106.8873,20
480.94,234.9443,74.94429,154.9443,0,196.7769,74.2776,103.9983,20
481.95,239.3333,58.8331,152.1664,10,193.999,79.77777,101.2204,20
482.96,239.8889,55.99968,149.333,10,191.1656,78.16661,98.38701,20
483.99,239.3889,53.16626,146.4996,10,188.3322,75.33319,95.55359,20
485.00,236.5555,50.33284,143.6662,10,185.4987,78.99997,92.72017,20
486.00,237.2777,79.6111,140.8883,10,239.2222,76.22211,89.94231,20
487.03,234.4443,78.8333,138.0549,10,236.3888,73.38869,87.10889,20
488.05,231.6109,75.99988,135.2215,10,233.5554,78.22217,84.27547,20
489.08,228.7774,73.16646,132.388,10,230.7219,79.27776,81.44205,20
490.08,225.944,78.55551,129.5546,10,227.8885,79.6111,78.60863,20
491.08,223.1662,75.77765,126.7768,10,225.1107,76.83324,75.83076,20
492.09,220.3883,72.99979,123.9989,10,238.4444,74.05537,73.0529,20
493.10,204.2215,80,121.1655,20,235.611,71.22195,70.21948,20
494.10,201.4437,79.2222,118.3876,20,232.8331,77.72215,67.44162,20
495.11,239.7222,76.44434,115.6098,20,230.0553,79.44443,64.66376,20
496.11,236.9444,73.66647,112.8319,20,227.2774,76.66656,61.88589,20
497.12,239.9444,70.88861,110.054,20,224.4995,73.8887,59.10803,20
498.12,237.111,79.66666,107.2206,20,221.6661,78.0555,56.27461,20
499.13,234.3332,78.94441,104.4427,20,218.8882,75.27763,53.49675,20
500.13,231.5553,76.16655,101.6649,20,216.1104,72.49977,50.71889,20
501.13,228.7774,78.27773,98.88702,20,213.3325,69.72191,47.94102,20
502.13,225.9996,75.49986,96.10916,20,210.5547,66.94405,45.16316,20
503.14,223.2217,72.722,93.3313,20,207.7768,78.61107,42.3853,20
504.16,220.3883,69.88858,159.7222,0,204.9434,75.77765,39.55188,20
505.16,217.5549,67.05516,159.7778,0,202.11,79.16664,36.71846,20
506.17,214.777,64.2773,158.0555,0,199.3321,76.38878,33.9406,20
507.17,211.9991,61.49944,159.8889,0,196.5542,73.61092,31.16277,20
508.17,209.2213,58.72157,157.3333,0,193.7764,79.27776,28.385,20
509.18,206.4434,55.94371,154.5554,0,190.9985,78.8333,25.60723,20
510.18,203.6656,53.16585,159.8333,0,188.2206,76.05544,22.82946,20
511.18,200.8321,50.33243,160,0,185.3872,73.22202,19.99614,20
512.21,197.9987,47.49901,159.7222,0,182.5538,70.3886,159.7222,15
513.21,195.2209,44.72115,156.9444,0,179.7759,67.61073,156.9444,15
514.23,192.3874,41.88773,154.1109,0,176.9425,64.77731,154.1109,15
515.26,189.554,39.05431,151.2775,0,174.1091,61.94389,151.2775,15
516.26,173.4428,22.94313,148.4996,10,171.3312,59.16603,148.4996,15
517.29,170.5538,79.6111,145.6107,10,155.1089,42.94372,145.6107,25
518.29,167.776,79.66666,142.8328,10,152.3311,79.88889,142.8328,25
519.29,164.9981,79.83333,140.0549,10,149.5532,77.11102,140.0549,25
520.30,162.2203,80,137.2771,10,146.7753,74.33316,137.2771,25
521.30,159.3868,78.94441,134.4437,10,143.9419,71.49974,134.4437,25
522.33,156.5534,77.55548,131.6102,10,141.1085,79.27776,131.6102,25
523.33,153.7756,79.38887,128.8324,10,138.3306,79.77777,128.8324,25
524.33,150.9977,76.61101,126.0545,10,135.5528,76.99991,126.0545,25
525.34,134.8865,60.49981,123.2767,20,238.9444,74.22205,123.2767,25
526.34,132.0531,79.94444,120.4432,20,236.111,77.27769,120.4432,25
527.35,239.6667,78.0555,117.6654,20,206.6665,47.83317,117.6654,45
528.35,239.9444,75.27763,114.8875,20,239.9444,45.05531,114.8875,45
529.36,237.1666,80,112.1096,20,239.6111,42.27744,112.1096,45
530.36,234.3887,77.22214,109.3318,20,239.0555,39.49958,109.3318,45
531.38,231.4997,74.33316,106.4428,20,239.1666,36.6106,106.4428,45
532.38,228.7219,71.5553,103.6649,20,236.3888,73.83274,103.6649,45
533.39,225.944,68.77744,100.8871,20,233.6109,79.72221,100.8871,45
534.39,223.1662,65.99957,98.10922,20,230.8331,79.16664,98.10922,45
535.40,220.3883,63.22171,95.33136,20,237.8333,76.38878,95.33136,45
536.42,217.4993,60.33273,92.44238,20,238.2222,73.4998,92.44238,45
537.44,214.7215,57.55487,89.66452,20,239,70.72194,89.66452,45
538.44,211.888,54.72145,86.8311,20,238.0555,67.88852,86.8311,45
539.47,209.0546,51.88803,83.99768,20,238.6111,65.0551,83.99768,45
540.49,206.2212,49.05461,81.16426,20,238.0555,79.6111,81.16426,45
541.50,203.4433,46.27675,78.3864,20,221.9443,63.4999,78.3864,55
542.50,200.6655,43.49889,75.60854,20,219.1664,60.72204,75.60854,55
543.52,197.832,79.77777,72.77512,20,216.333,79.77777,72.77512,55
544.53,194.9986,76.94435,69.9417,20,213.4996,79.83333,69.9417,55
545.54,192.2208,74.16649,67.16383,20,210.7217,79.72221,67.16383,55
546.54,189.3873,71.33307,64.33041,20,239.7778,76.88879,64.33041,55
547.56,186.6095,68.55521,61.55255,20,236.9999,74.11093,61.55255,55
548.58,183.7761,65.72179,58.71913,20,239.6111,71.27751,58.71913,55
549.58,180.9426,62.88837,55.88571,20,238.1111,68.44409,55.88571,55
550.59,178.1648,78.4444,53.10785,20,235.3332,65.66623,53.10785,55
551.59,162.0536,62.3332,50.32999,30,232.5553,62.88837,50.32999,55
552.59,159.2757,79.88889,47.55212,30,216.4441,46.77717,47.55212,65
553.61,156.4423,79.6111,44.7187,30,213.6107,80,44.7187,65
554.61,153.6644,79.27776,41.94084,30,210.8329,79.44443,41.94084,65
555.63,150.831,76.44434,39.10742,30,207.9994,78.88885,39.10742,65
556.63,237.8333,79.16664,36.32956,30,205.2216,76.11099,36.32956,65
557.65,234.9998,76.33322,33.49614,30,202.3882,73.27757,33.49614,65
558.66,232.222,73.55536,30.71832,30,238.1666,70.49971,30.71832,65
559.66,229.4441,70.7775,27.94056,30,239.8333,67.72185,27.94056,65
560.66,226.6107,77.61104,25.10723,30,237.2221,64.88843,25.10723,65
561.66,223.8328,74.83318,22.32947,30,234.4443,62.11057,22.32947,65
562.67,221.055,72.05531,19.5517,30,231.6664,79.33331,19.5517,65
563.70,218.2216,69.22189,16.71838,30,228.833,78.66663,16.71838,65
564.71,215.3881,66.38847,13.88505,30,225.9996,79.33331,13.88505,65
565.72,199.2769,80,11.10729,40,223.2217,76.55545,11.10729,65
566.72,196.4991,79.66666,8.329519,40,220.4438,73.77759,8.329519,65
567.73,193.6657,79.88889,5.496197,40,217.6104,70.94417,5.496197,65
568.73,190.8878,77.44437,2.718424,40,237.8333,77.83327,157.8333,0
569.73,239.9444,79.94444,159.9444,0,235.0554,75.0554,155.0554,0
570.74,237.1666,77.16658,157.1666,0,218.9442,58.94421,152.2775,10
571.74,234.3887,74.38872,154.3887,0,216.1664,78.94441,149.4997,10
572.75,231.5553,71.5553,151.5553,0,213.3329,79.33331,146.6663,10
573.75,215.4441,55.4441,148.7774,10,210.5551,76.55545,143.8884,10
574.77,212.6107,79.38887,145.944,10,207.7216,79.72221,141.055,10
575.77,239.9444,78.94441,143.1662,10,204.9438,76.94435,138.2771,10
576.78,237.3333,76.16655,140.3883,10,202.1659,78.88885,135.4993,10
577.78,234.5554,73.38869,137.6104,10,199.3881,78.94441,132.7214,10
578.78,238.9444,70.55527,134.777,10,196.5546,79.83333,129.888,10
579.81,236.111,78.16661,131.9436,10,193.7212,78.77774,127.0546,10
580.81,233.3331,79.44443,129.1657,10,190.9434,79.72221,124.2767,10
581.82,230.4997,76.61101,126.3323,10,188.1099,79.94444,121.4433,10
582.83,227.7218,73.83315,123.5544,10,185.3321,77.61104,118.6654,10
583.83,211.6107,79.72221,120.7766,20,169.2209,61.49984,115.8875,20
584.86,208.7772,80,117.9432,20,166.3875,79.77777,113.0541,20
585.86,205.9994,77.44437,115.1653,20,163.6096,76.99991,110.2763,20
586.86,237.4444,79.94444,112.3319,20,160.7762,78.49995,107.4428,20
587.86,234.6665,79.38887,109.554,20,239.1666,75.72209,104.665,20
588.87,231.8886,76.61101,106.7762,20,236.3888,72.94423,101.8871,20
589.87,229.1108,73.83315,103.9983,20,233.6109,70.16637,99.10925,20
590.87,226.3329,71.05528,101.2204,20,230.8331,77.44437,96.33139,20
591.89,223.4995,78.72218,98.38701,20,227.9996,74.61095,93.49797,20
592.89,220.7216,75.94432,95.60915,20,225.2218,78.27773,90.72011,20
593.90,217.9438,73.16646,92.83128,20,222.4439,75.49986,87.94225,20
594.90,215.1104,70.33304,89.99786,20,219.6105,72.66644,85.10883,20
595.92,212.2769,67.49962,87.16444,20,216.7771,69.83302,82.27541,20
596.93,209.4991,64.72176,84.38658,20,213.9992,78.8333,79.49754,20
597.95,193.3323,79.83333,81.55316,30,211.1658,75.99988,76.66412,20
598.96,190.5545,79.27776,78.7753,30,208.3879,78.4444,73.88626,20
599.96,187.7766,78.77774,75.99744,30,205.6101,75.66653,71.1084,20
600.98,184.9432,79.83333,73.16402,30,202.7766,72.83311,68.27498,20
601.98,182.1653,79.49998,70.38615,30,199.9988,70.05525,65.49712,20
602.99,179.3319,79.55554,67.55273,30,197.1654,77.49992,62.6637,20
604.00,176.554,79.94444,64.77487,30,194.3875,77.44437,59.88583,20
605.00,173.7206,77.11102,61.94145,30,191.5541,74.61095,57.05241,20
606.02,170.9427,77.72215,59.16359,30,188.7762,71.83308,54.27455,20
607.02,168.1093,74.88873,56.33017,30,185.9428,68.99966,51.44113,20
608.03,165.3315,72.11087,53.55231,30,183.1649,66.2218,48.66327,20
609.04,149.2203,79.6111,50.77444,40,180.3871,63.44394,45.88541,20
610.05,146.3869,80,47.94102,40,177.5536,60.61052,43.05199,20
611.07,143.5534,79.44443,45.1076,40,238.4444,57.7771,40.21857,20
612.08,239.8333,77.83327,42.32974,40,235.6665,54.99924,37.4407,20
613.08,238.5555,74.99985,39.49632,40,232.8331,52.16582,34.60728,20
614.08,235.7776,79.11108,36.71846,40,230.0553,49.38795,31.82943,20
615.09,232.9998,80,33.9406,40,213.9441,33.27676,29.05166,30
616.10,230.1664,77.16658,31.10721,40,211.1106,30.4434,26.21834,30
617.12,227.3329,74.33316,28.27389,40,208.2772,79.55554,23.38502,30
618.13,224.5551,71.5553,25.49612,40,205.4994,76.77768,20.60725,30
619.14,221.7772,68.77744,22.71835,40,202.7215,73.99982,17.82948,30
620.16,218.9438,65.94402,19.88503,40,199.8881,78.0555,14.99616,30
621.17,216.1104,63.1106,17.05171,40,240,75.22208,12.16284,30
622.19,213.277,60.27718,158.0555,25,237.2221,72.38866,9.329515,30
623.19,210.4991,57.49931,157.3888,20,234.4443,78.66663,6.551748,30
624.19,207.7212,54.72145,154.6109,20,231.6664,79.66666,3.77398,30
625.20,204.9434,51.94359,151.8331,20,228.8885,76.88879,0.9962008,30
626.20,202.1655,49.16573,149.0552,20,238.2222,78.22217,158.2222,0
627.20,199.3321,46.33231,146.2218,20,235.3887,75.38875,155.3887,0
628.22,196.5542,43.55444,143.4439,20,232.6109,72.61089,152.6109,0
629.22,193.7208,40.72102,140.6105,20,229.7775,78.11105,149.7775,0
