time,char1_food,char1_drink,char1_sleep,char1_stress,char2_food,char2_drink,char2_sleep,char2_stress
0.98,239.7222,79.72221,159.7222,0,239.7222,79.72221,159.7222,0
1.99,239.5,79.49998,159.5,0,239.4444,79.44443,159.4444,0
2.99,239.2778,79.27776,159.2778,0,239.2222,79.2222,159.2222,0
3.99,239,78.99997,159,0,239,78.99997,159,0
